symbol,frequency,open,high,low,close,volume,amount,pre_close,position,bob,eob
SZSE.399303,1d,10070.92,10137.46,9440.246,9516.215,25683967744,424652185600.0,10129.84,0,2015-11-27 00:00:00+08:00,2015-11-27 00:00:00+08:00
SHSE.000300,1d,3739.096,3742.742,3534.39,3556.992,20893935800,269758168475.0,3759.429,0,2015-11-27 00:00:00+08:00,2015-11-27 00:00:00+08:00
SHSE.000985,1d,5606.26,5618.215,5268.109,5306.071,69229412352,1064151695360.0,5636.337,0,2015-11-27 00:00:00+08:00,2015-11-27 00:00:00+08:00
SHSE.000905,1d,7839.312,7852.0,7317.645,7376.124,15297048832,234340601856.0,7874.08,0,2015-11-27 00:00:00+08:00,2015-11-27 00:00:00+08:00
SHSE.000852,1d,9935.402,10058.66,9406.725,10001.19,19745447168,321899188224.0,9933.496,0,2015-11-30 00:00:00+08:00,2015-11-30 00:00:00+08:00
SHSE.000905,1d,7388.28,7467.467,7035.547,7408.399,12923402240,196799520768.0,7376.124,0,2015-11-30 00:00:00+08:00,2015-11-30 00:00:00+08:00
SZSE.399303,1d,9514.091,9633.14,9034.059,9596.473,23222522624,374673543168.0,9516.215,0,2015-11-30 00:00:00+08:00,2015-11-30 00:00:00+08:00
SHSE.000300,1d,3554.89,3587.97,3455.068,3566.412,17320116300,220098287801.0,3556.992,0,2015-11-30 00:00:00+08:00,2015-11-30 00:00:00+08:00
SHSE.000985,1d,5306.745,5363.226,5093.787,5330.91,59900969472,909315239936.0,5306.071,0,2015-11-30 00:00:00+08:00,2015-11-30 00:00:00+08:00
SHSE.000852,1d,9985.79,10101.51,9832.261,9955.205,16458051328,271316594688.0,10001.19,0,2015-12-01 00:00:00+08:00,2015-12-01 00:00:00+08:00
SHSE.000300,1d,3562.319,3617.305,3536.115,3591.696,13653655400,176598805608.0,3566.412,0,2015-12-01 00:00:00+08:00,2015-12-01 00:00:00+08:00
SZSE.399303,1d,9583.548,9710.555,9458.93,9575.335,19828674816,325163462656.0,9596.473,0,2015-12-01 00:00:00+08:00,2015-12-01 00:00:00+08:00
SHSE.000905,1d,7403.942,7519.937,7358.365,7443.945,11300867840,173439123456.0,7408.399,0,2015-12-01 00:00:00+08:00,2015-12-01 00:00:00+08:00
SHSE.000985,1d,5325.225,5400.391,5289.351,5345.861,49841385472,772572647424.0,5330.91,0,2015-12-01 00:00:00+08:00,2015-12-01 00:00:00+08:00
SHSE.000985,1d,5335.137,5404.527,5244.84,5402.585,54180941312,779753009152.0,5345.861,0,2015-12-02 00:00:00+08:00,2015-12-02 00:00:00+08:00
SHSE.000905,1d,7423.498,7444.222,7201.659,7405.86,10264747520,149757640704.0,7443.945,0,2015-12-02 00:00:00+08:00,2015-12-02 00:00:00+08:00
SZSE.399303,1d,9545.11,9569.187,9136.894,9437.972,17635168000,284101844992.0,9575.335,0,2015-12-02 00:00:00+08:00,2015-12-02 00:00:00+08:00
SHSE.000300,1d,3587.758,3725.854,3573.403,3721.955,21353886500,260938692616.0,3591.696,0,2015-12-02 00:00:00+08:00,2015-12-02 00:00:00+08:00
SHSE.000852,1d,9928.269,9954.862,9506.1,9822.055,14894643456,236802535424.0,9955.205,0,2015-12-02 00:00:00+08:00,2015-12-02 00:00:00+08:00
SHSE.000300,1d,3709.547,3758.446,3693.137,3749.299,19776212600,236698987440.0,3721.955,0,2015-12-03 00:00:00+08:00,2015-12-03 00:00:00+08:00
SHSE.000985,1d,5397.422,5497.221,5394.988,5496.622,50978362112,742309236736.0,5402.585,0,2015-12-03 00:00:00+08:00,2015-12-03 00:00:00+08:00
SHSE.000852,1d,9833.301,10103.49,9832.952,10102.89,14632444928,240931471360.0,9822.055,0,2015-12-03 00:00:00+08:00,2015-12-03 00:00:00+08:00
SZSE.399303,1d,9444.341,9705.47,9444.342,9704.887,16898851840,274438131712.0,9437.972,0,2015-12-03 00:00:00+08:00,2015-12-03 00:00:00+08:00
SHSE.000905,1d,7413.218,7571.446,7412.655,7570.508,9532941312,142963965952.0,7405.86,0,2015-12-03 00:00:00+08:00,2015-12-03 00:00:00+08:00
SHSE.000985,1d,5466.671,5500.758,5409.756,5439.652,49438910976,759191986176.0,5496.622,0,2015-12-04 00:00:00+08:00,2015-12-04 00:00:00+08:00
SHSE.000300,1d,3719.734,3726.124,3667.291,3677.592,15119952200,196455597757.0,3749.299,0,2015-12-04 00:00:00+08:00,2015-12-04 00:00:00+08:00
SHSE.000852,1d,10073.67,10199.95,9996.294,10081.57,16144011520,268457361408.0,10102.89,0,2015-12-04 00:00:00+08:00,2015-12-04 00:00:00+08:00
SHSE.000905,1d,7533.612,7600.343,7464.277,7511.675,10136253440,154876248064.0,7570.508,0,2015-12-04 00:00:00+08:00,2015-12-04 00:00:00+08:00
SZSE.399303,1d,9680.037,9817.508,9636.212,9724.128,19339472128,315748868096.0,9704.887,0,2015-12-04 00:00:00+08:00,2015-12-04 00:00:00+08:00
SHSE.000852,1d,10105.79,10238.79,10038.58,10238.02,15151237888,258635124736.0,10081.57,0,2015-12-07 00:00:00+08:00,2015-12-07 00:00:00+08:00
SHSE.000300,1d,3681.582,3699.337,3658.578,3687.607,11388315000,161220059836.0,3677.592,0,2015-12-07 00:00:00+08:00,2015-12-07 00:00:00+08:00
SHSE.000985,1d,5448.917,5493.102,5415.021,5488.94,43294360576,698424967168.0,5439.652,0,2015-12-07 00:00:00+08:00,2015-12-07 00:00:00+08:00
SHSE.000905,1d,7526.223,7602.77,7476.191,7602.228,9288129536,146830352384.0,7511.675,0,2015-12-07 00:00:00+08:00,2015-12-07 00:00:00+08:00
SZSE.399303,1d,9743.783,9876.287,9684.462,9875.679,18173949184,303102394368.0,9724.128,0,2015-12-07 00:00:00+08:00,2015-12-07 00:00:00+08:00
SHSE.000300,1d,3668.838,3668.838,3619.445,3623.02,12578108300,163317229186.0,3687.607,0,2015-12-08 00:00:00+08:00,2015-12-08 00:00:00+08:00
SHSE.000852,1d,10189.87,10210.75,10022.62,10057.74,16377225728,280221765632.0,10238.02,0,2015-12-08 00:00:00+08:00,2015-12-08 00:00:00+08:00
SZSE.399303,1d,9829.436,9858.071,9668.203,9718.031,19206631424,324075966464.0,9875.679,0,2015-12-08 00:00:00+08:00,2015-12-08 00:00:00+08:00
SHSE.000905,1d,7555.463,7555.463,7398.558,7404.142,9493882368,147230040064.0,7602.228,0,2015-12-08 00:00:00+08:00,2015-12-08 00:00:00+08:00
SHSE.000985,1d,5461.223,5461.223,5377.243,5385.932,46326735872,734295838720.0,5488.94,0,2015-12-08 00:00:00+08:00,2015-12-08 00:00:00+08:00
SHSE.000985,1d,5364.563,5419.571,5350.639,5384.627,40765142016,666130636800.0,5385.932,0,2015-12-09 00:00:00+08:00,2015-12-09 00:00:00+08:00
SHSE.000905,1d,7369.108,7431.04,7322.867,7374.274,8329999104,132301271040.0,7404.142,0,2015-12-09 00:00:00+08:00,2015-12-09 00:00:00+08:00
SZSE.399303,1d,9665.881,9757.127,9607.849,9689.43,16517881088,286385111040.0,9718.031,0,2015-12-09 00:00:00+08:00,2015-12-09 00:00:00+08:00
SHSE.000852,1d,10002.73,10111.56,9945.79,10034.19,14217327872,254279454720.0,10057.74,0,2015-12-09 00:00:00+08:00,2015-12-09 00:00:00+08:00
SHSE.000300,1d,3613.42,3655.158,3611.49,3635.938,11332542200,154319992100.0,3623.02,0,2015-12-09 00:00:00+08:00,2015-12-09 00:00:00+08:00
SHSE.000852,1d,10024.19,10145.99,10008.74,10035.45,14075964928,256497684480.0,10034.19,0,2015-12-10 00:00:00+08:00,2015-12-10 00:00:00+08:00
SHSE.000300,1d,3634.366,3678.318,3615.991,3623.084,12021562500,168622188283.0,3635.938,0,2015-12-10 00:00:00+08:00,2015-12-10 00:00:00+08:00
SHSE.000905,1d,7374.355,7437.706,7332.98,7350.21,7899042304,129506623488.0,7374.274,0,2015-12-10 00:00:00+08:00,2015-12-10 00:00:00+08:00
SZSE.399303,1d,9675.515,9781.93,9644.051,9669.1,16068464896,283266572288.0,9689.43,0,2015-12-10 00:00:00+08:00,2015-12-10 00:00:00+08:00
SHSE.000985,1d,5381.191,5431.961,5359.124,5371.414,40822443776,680052477952.0,5384.627,0,2015-12-10 00:00:00+08:00,2015-12-10 00:00:00+08:00
SHSE.000985,1d,5349.117,5376.282,5305.227,5335.843,36703725568,588964134912.0,5371.414,0,2015-12-11 00:00:00+08:00,2015-12-11 00:00:00+08:00
SHSE.000852,1d,10003.76,10043.54,9915.112,9946.121,12448637440,221143658496.0,10035.45,0,2015-12-11 00:00:00+08:00,2015-12-11 00:00:00+08:00
SZSE.399303,1d,9637.12,9667.219,9550.029,9577.017,14425412096,250620354560.0,9669.1,0,2015-12-11 00:00:00+08:00,2015-12-11 00:00:00+08:00
SHSE.000905,1d,7320.158,7347.36,7253.842,7290.702,7213228800,111880425472.0,7350.21,0,2015-12-11 00:00:00+08:00,2015-12-11 00:00:00+08:00
SHSE.000300,1d,3605.372,3630.743,3578.146,3608.059,11032248100,145248640244.0,3623.084,0,2015-12-11 00:00:00+08:00,2015-12-11 00:00:00+08:00
SHSE.000985,1d,5284.551,5456.952,5277.609,5456.512,42300242432,664559955968.0,5335.843,0,2015-12-14 00:00:00+08:00,2015-12-14 00:00:00+08:00
SHSE.000300,1d,3573.884,3712.503,3570.998,3711.322,15176911900,203291513291.0,3608.059,0,2015-12-14 00:00:00+08:00,2015-12-14 00:00:00+08:00
SHSE.000852,1d,9845.073,10119.68,9829.337,10118.9,11808539648,205541261312.0,9946.121,0,2015-12-14 00:00:00+08:00,2015-12-14 00:00:00+08:00
SZSE.399303,1d,9482.092,9728.483,9469.164,9728.336,14206626560,239875919872.0,9577.017,0,2015-12-14 00:00:00+08:00,2015-12-14 00:00:00+08:00
SHSE.000905,1d,7224.809,7441.763,7210.41,7441.03,7995728896,119228862464.0,7290.702,0,2015-12-14 00:00:00+08:00,2015-12-14 00:00:00+08:00
SHSE.000300,1d,3707.73,3717.357,3679.23,3694.388,12648171000,186795461663.0,3711.322,0,2015-12-15 00:00:00+08:00,2015-12-15 00:00:00+08:00
SHSE.000852,1d,10137.46,10312.42,10136.87,10278.47,13173382656,237234839552.0,10118.9,0,2015-12-15 00:00:00+08:00,2015-12-15 00:00:00+08:00
SHSE.000905,1d,7448.714,7534.224,7447.108,7498.181,8602149120,134207823872.0,7441.03,0,2015-12-15 00:00:00+08:00,2015-12-15 00:00:00+08:00
SHSE.000985,1d,5458.001,5505.552,5456.54,5484.631,42188173568,706868162560.0,5456.512,0,2015-12-15 00:00:00+08:00,2015-12-15 00:00:00+08:00
SZSE.399303,1d,9740.523,9917.107,9740.524,9892.997,15201831936,262275485696.0,9728.336,0,2015-12-15 00:00:00+08:00,2015-12-15 00:00:00+08:00
SZSE.399303,1d,9927.405,10050.99,9927.405,9986.785,16129732096,286175395840.0,9892.997,0,2015-12-16 00:00:00+08:00,2015-12-16 00:00:00+08:00
SHSE.000905,1d,7522.729,7574.649,7503.086,7529.403,8535116800,138082611200.0,7498.181,0,2015-12-16 00:00:00+08:00,2015-12-16 00:00:00+08:00
SHSE.000300,1d,3703.95,3713.09,3677.449,3685.44,11134272300,160118243242.0,3694.389,0,2015-12-16 00:00:00+08:00,2015-12-16 00:00:00+08:00
SHSE.000985,1d,5501.337,5536.467,5487.257,5503.516,42146743808,720780398592.0,5484.631,0,2015-12-16 00:00:00+08:00,2015-12-16 00:00:00+08:00
SHSE.000852,1d,10319.56,10438.45,10314.86,10374.23,14145144320,256712355840.0,10278.47,0,2015-12-16 00:00:00+08:00,2015-12-16 00:00:00+08:00
SHSE.000985,1d,5537.953,5635.264,5537.953,5635.117,60348434176,986949234688.0,5503.516,0,2015-12-17 00:00:00+08:00,2015-12-17 00:00:00+08:00
SHSE.000905,1d,7570.67,7716.476,7570.67,7716.246,13005476608,199820574720.0,7529.403,0,2015-12-17 00:00:00+08:00,2015-12-17 00:00:00+08:00
SZSE.399303,1d,10039.34,10280.6,10039.34,10280.58,21285110272,371511226368.0,9986.785,0,2015-12-17 00:00:00+08:00,2015-12-17 00:00:00+08:00
SHSE.000300,1d,3712.783,3768.844,3709.851,3755.888,17792407500,242543823434.0,3685.44,0,2015-12-17 00:00:00+08:00,2015-12-17 00:00:00+08:00
SHSE.000852,1d,10436.8,10680.39,10436.8,10679.96,18657213440,333940240384.0,10374.23,0,2015-12-17 00:00:00+08:00,2015-12-17 00:00:00+08:00
SHSE.000905,1d,7708.335,7746.512,7650.556,7699.37,11441690880,183995265024.0,7716.246,0,2015-12-18 00:00:00+08:00,2015-12-18 00:00:00+08:00
SHSE.000852,1d,10678.38,10721.66,10562.67,10629.97,17309160960,316675108864.0,10679.96,0,2015-12-18 00:00:00+08:00,2015-12-18 00:00:00+08:00
SZSE.399303,1d,10283.11,10331.35,10187.89,10262.56,20457312000,365426741248.0,10280.58,0,2015-12-18 00:00:00+08:00,2015-12-18 00:00:00+08:00
SHSE.000300,1d,3754.96,3810.218,3750.925,3767.913,17346598000,232281458171.0,3755.888,0,2015-12-18 00:00:00+08:00,2015-12-18 00:00:00+08:00
SHSE.000985,1d,5632.988,5670.168,5608.739,5633.021,56762827264,943755485184.0,5635.117,0,2015-12-18 00:00:00+08:00,2015-12-18 00:00:00+08:00
SHSE.000852,1d,10596.41,10712.04,10579.92,10699.61,15978536192,278292262912.0,10629.97,0,2015-12-21 00:00:00+08:00,2015-12-21 00:00:00+08:00
SHSE.000300,1d,3762.096,3877.82,3759.989,3865.965,21743527500,289905289214.0,3767.913,0,2015-12-21 00:00:00+08:00,2015-12-21 00:00:00+08:00
SHSE.000985,1d,5622.837,5731.727,5619.475,5722.032,58998422272,933690343424.0,5633.021,0,2015-12-21 00:00:00+08:00,2015-12-21 00:00:00+08:00
SZSE.399303,1d,10236.02,10339.15,10223.78,10331.11,18982222080,326025666560.0,10262.56,0,2015-12-21 00:00:00+08:00,2015-12-21 00:00:00+08:00
SHSE.000905,1d,7698.443,7798.085,7692.096,7788.564,11501500416,180730408960.0,7699.37,0,2015-12-21 00:00:00+08:00,2015-12-21 00:00:00+08:00
SHSE.000985,1d,5733.233,5760.521,5692.412,5760.286,54206347520,865687527424.0,5722.032,0,2015-12-22 00:00:00+08:00,2015-12-22 00:00:00+08:00
SHSE.000300,1d,3872.097,3880.468,3841.593,3876.732,18030366100,243797366698.0,3865.965,0,2015-12-22 00:00:00+08:00,2015-12-22 00:00:00+08:00
SHSE.000852,1d,10724.02,10809.84,10652.01,10809.24,15399099904,266174291968.0,10699.61,0,2015-12-22 00:00:00+08:00,2015-12-22 00:00:00+08:00
SZSE.399303,1d,10349.11,10432.19,10287.95,10431.63,18552144128,317491392512.0,10331.11,0,2015-12-22 00:00:00+08:00,2015-12-22 00:00:00+08:00
SHSE.000905,1d,7810.996,7856.948,7752.697,7856.608,11159250688,175826886656.0,7788.564,0,2015-12-22 00:00:00+08:00,2015-12-22 00:00:00+08:00
SHSE.000300,1d,3877.872,3926.686,3862.965,3866.381,20701714700,294710770246.0,3876.733,0,2015-12-23 00:00:00+08:00,2015-12-23 00:00:00+08:00
SHSE.000905,1d,7859.132,7881.295,7756.328,7773.283,11816630784,186904469504.0,7856.608,0,2015-12-23 00:00:00+08:00,2015-12-23 00:00:00+08:00
SHSE.000852,1d,10817.28,10828.97,10613.43,10638.16,16942334976,299599618048.0,10809.24,0,2015-12-23 00:00:00+08:00,2015-12-23 00:00:00+08:00
SHSE.000985,1d,5762.745,5788.644,5702.423,5711.294,59868920064,981117820928.0,5760.286,0,2015-12-23 00:00:00+08:00,2015-12-23 00:00:00+08:00
SZSE.399303,1d,10435.43,10451.25,10259.14,10285.49,19934006528,347156664320.0,10431.63,0,2015-12-23 00:00:00+08:00,2015-12-23 00:00:00+08:00
SHSE.000985,1d,5697.33,5711.292,5607.671,5685.585,45113068032,736979996672.0,5711.294,0,2015-12-24 00:00:00+08:00,2015-12-24 00:00:00+08:00
SZSE.399303,1d,10252.18,10310.57,10075.21,10289.12,15776259328,272718766080.0,10285.49,0,2015-12-24 00:00:00+08:00,2015-12-24 00:00:00+08:00
SHSE.000905,1d,7760.378,7778.936,7635.784,7753.037,9150934016,141331214336.0,7773.283,0,2015-12-24 00:00:00+08:00,2015-12-24 00:00:00+08:00
SHSE.000300,1d,3858.135,3867.679,3787.083,3829.402,14718139700,203683543579.0,3866.381,0,2015-12-24 00:00:00+08:00,2015-12-24 00:00:00+08:00
SHSE.000852,1d,10600.47,10662.43,10413.92,10633.19,12995076608,230327783424.0,10638.16,0,2015-12-24 00:00:00+08:00,2015-12-24 00:00:00+08:00
SZSE.399303,1d,10303.39,10419.6,10303.39,10400.11,15045189888,264682192896.0,10289.12,0,2015-12-25 00:00:00+08:00,2015-12-25 00:00:00+08:00
SHSE.000300,1d,3832.085,3848.025,3813.204,3838.201,11962401300,163314511431.0,3829.402,0,2015-12-25 00:00:00+08:00,2015-12-25 00:00:00+08:00
SHSE.000852,1d,10651.66,10760.15,10645.44,10726.99,12380066560,219758198784.0,10633.19,0,2015-12-25 00:00:00+08:00,2015-12-25 00:00:00+08:00
SHSE.000905,1d,7759.837,7805.053,7738.867,7792.124,8125351936,128807084032.0,7753.037,0,2015-12-25 00:00:00+08:00,2015-12-25 00:00:00+08:00
SHSE.000985,1d,5692.005,5729.414,5680.422,5716.557,40429740800,673998278656.0,5685.585,0,2015-12-25 00:00:00+08:00,2015-12-25 00:00:00+08:00
SHSE.000905,1d,7815.382,7837.63,7603.361,7603.361,10981351424,170493739008.0,7792.124,0,2015-12-28 00:00:00+08:00,2015-12-28 00:00:00+08:00
SHSE.000300,1d,3847.532,3853.389,3727.632,3727.632,15398844000,210026020459.0,3838.201,0,2015-12-28 00:00:00+08:00,2015-12-28 00:00:00+08:00
SHSE.000985,1d,5732.986,5744.104,5576.039,5576.039,53604670720,882186989568.0,5716.557,0,2015-12-28 00:00:00+08:00,2015-12-28 00:00:00+08:00
SHSE.000852,1d,10765.91,10859.83,10515.36,10515.36,16984814080,298902507520.0,10726.99,0,2015-12-28 00:00:00+08:00,2015-12-28 00:00:00+08:00
SZSE.399303,1d,10432.15,10507.69,10198.05,10198.16,19872341760,347165392896.0,10400.11,0,2015-12-28 00:00:00+08:00,2015-12-28 00:00:00+08:00
SHSE.000985,1d,5567.89,5631.84,5535.129,5631.474,38804286464,648939536384.0,5576.039,0,2015-12-29 00:00:00+08:00,2015-12-29 00:00:00+08:00
SHSE.000852,1d,10499.5,10654.42,10406.06,10653.71,12930432512,228954329088.0,10515.36,0,2015-12-29 00:00:00+08:00,2015-12-29 00:00:00+08:00
SHSE.000300,1d,3723.05,3762.052,3710.48,3761.875,10188555500,140405054699.0,3727.632,0,2015-12-29 00:00:00+08:00,2015-12-29 00:00:00+08:00
SHSE.000905,1d,7591.714,7675.308,7545.352,7674.388,7729253120,120873938944.0,7603.361,0,2015-12-29 00:00:00+08:00,2015-12-29 00:00:00+08:00
SZSE.399303,1d,10180.38,10317.19,10091.45,10317.19,15283810816,268331634688.0,10198.16,0,2015-12-29 00:00:00+08:00,2015-12-29 00:00:00+08:00
SHSE.000300,1d,3762.914,3765.657,3726.278,3765.175,10562995500,155744099319.0,3761.875,0,2015-12-30 00:00:00+08:00,2015-12-30 00:00:00+08:00
SHSE.000905,1d,7693.022,7747.351,7664.281,7741.047,8553323264,139407265792.0,7674.388,0,2015-12-30 00:00:00+08:00,2015-12-30 00:00:00+08:00
SHSE.000852,1d,10678.11,10813.02,10661.28,10806.7,13909642752,256185892864.0,10653.71,0,2015-12-30 00:00:00+08:00,2015-12-30 00:00:00+08:00
SZSE.399303,1d,10336.07,10462.48,10321.84,10459.25,16380536576,294486233088.0,10317.19,0,2015-12-30 00:00:00+08:00,2015-12-30 00:00:00+08:00
SHSE.000985,1d,5638.663,5670.519,5608.996,5670.354,41088386816,709582684160.0,5631.474,0,2015-12-30 00:00:00+08:00,2015-12-30 00:00:00+08:00
SHSE.000985,1d,5669.191,5683.655,5592.024,5592.639,39038834432,668060852224.0,5670.354,0,2015-12-31 00:00:00+08:00,2015-12-31 00:00:00+08:00
SZSE.399303,1d,10463.59,10486.78,10289.03,10289.03,15640456960,278586658816.0,10459.25,0,2015-12-31 00:00:00+08:00,2015-12-31 00:00:00+08:00
SHSE.000905,1d,7745.638,7763.296,7617.385,7617.689,7978152192,132286914560.0,7741.047,0,2015-12-31 00:00:00+08:00,2015-12-31 00:00:00+08:00
SHSE.000300,1d,3760.904,3772.617,3727.325,3731.005,10187355600,145043696235.0,3765.175,0,2015-12-31 00:00:00+08:00,2015-12-31 00:00:00+08:00
SHSE.000852,1d,10810.35,10839.04,10614.38,10614.38,12997947392,240733024256.0,10806.7,0,2015-12-31 00:00:00+08:00,2015-12-31 00:00:00+08:00
SHSE.000852,1d,10598.27,10602.65,9694.629,9694.836,11730414336,196597043200.0,10614.38,0,2016-01-04 00:00:00+08:00,2016-01-04 00:00:00+08:00
SHSE.000300,1d,3725.856,3726.245,3468.948,3469.066,11537067400,145968206095.0,3731.005,0,2016-01-04 00:00:00+08:00,2016-01-04 00:00:00+08:00
SZSE.399303,1d,10262.42,10264.14,9421.392,9421.41,13338838528,227509215232.0,10289.03,0,2016-01-04 00:00:00+08:00,2016-01-04 00:00:00+08:00
SHSE.000905,1d,7615.514,7624.101,6983.285,6983.404,7801499904,115089031168.0,7617.689,0,2016-01-04 00:00:00+08:00,2016-01-04 00:00:00+08:00
SHSE.000985,1d,5585.084,5586.895,5155.92,5156.02,38026929408,579442688000.0,5592.639,0,2016-01-04 00:00:00+08:00,2016-01-04 00:00:00+08:00
SHSE.000905,1d,6663.726,7020.541,6627.642,6889.741,11342822400,156717297664.0,6983.404,0,2016-01-05 00:00:00+08:00,2016-01-05 00:00:00+08:00
SHSE.000852,1d,9140.672,9680.156,9084.872,9452.041,16862804480,265746817024.0,9694.836,0,2016-01-05 00:00:00+08:00,2016-01-05 00:00:00+08:00
SHSE.000300,1d,3382.177,3518.217,3377.28,3478.78,16211698400,196017085879.0,3469.066,0,2016-01-05 00:00:00+08:00,2016-01-05 00:00:00+08:00
SZSE.399303,1d,8884.751,9399.744,8845.11,9188.401,19639381504,315402629120.0,9421.41,0,2016-01-05 00:00:00+08:00,2016-01-05 00:00:00+08:00
SHSE.000985,1d,4943.767,5186.414,4927.813,5101.974,54949601536,790976909312.0,5156.02,0,2016-01-05 00:00:00+08:00,2016-01-05 00:00:00+08:00
SZSE.399303,1d,9234.177,9452.331,9153.249,9451.862,16481192960,274435686400.0,9188.401,0,2016-01-06 00:00:00+08:00,2016-01-06 00:00:00+08:00
SHSE.000985,1d,5118.371,5220.122,5086.378,5219.811,48173629696,680562814976.0,5101.974,0,2016-01-06 00:00:00+08:00,2016-01-06 00:00:00+08:00
SHSE.000852,1d,9511.734,9710.118,9404.067,9709.569,13963013888,227283116032.0,9452.041,0,2016-01-06 00:00:00+08:00,2016-01-06 00:00:00+08:00
SHSE.000905,1d,6916.532,7066.085,6878.654,7065.607,10093042688,136351473664.0,6889.741,0,2016-01-06 00:00:00+08:00,2016-01-06 00:00:00+08:00
SHSE.000300,1d,3482.406,3543.74,3468.467,3539.808,14596614400,160947198402.0,3478.78,0,2016-01-06 00:00:00+08:00,2016-01-06 00:00:00+08:00
SZSE.399303,1d,9271.897,9271.898,8638.185,8643.921,4588838912,69559300096.0,9451.862,0,2016-01-07 00:00:00+08:00,2016-01-07 00:00:00+08:00
SHSE.000905,1d,6937.416,6937.416,6454.973,6462.243,2842674208,34781544704.0,7065.607,0,2016-01-07 00:00:00+08:00,2016-01-07 00:00:00+08:00
SHSE.000300,1d,3481.15,3481.15,3284.737,3294.384,4410264100,47130795628.0,3539.808,0,2016-01-07 00:00:00+08:00,2016-01-07 00:00:00+08:00
SHSE.000985,1d,5125.783,5125.783,4801.308,4809.708,13835171584,179573620736.0,5219.811,0,2016-01-07 00:00:00+08:00,2016-01-07 00:00:00+08:00
SHSE.000852,1d,9511.141,9511.141,8850.15,8856.491,4049542800,57536623616.0,9709.569,0,2016-01-07 00:00:00+08:00,2016-01-07 00:00:00+08:00
SHSE.000905,1d,6618.081,6689.141,6222.593,6570.432,11112960512,138934001664.0,6462.243,0,2016-01-08 00:00:00+08:00,2016-01-08 00:00:00+08:00
SHSE.000852,1d,9049.767,9141.573,8404.505,8876.253,15692429824,230862790656.0,8856.491,0,2016-01-08 00:00:00+08:00,2016-01-08 00:00:00+08:00
SHSE.000985,1d,4919.264,4969.673,4649.645,4874.65,55696129024,732619816960.0,4809.708,0,2016-01-08 00:00:00+08:00,2016-01-08 00:00:00+08:00
SHSE.000300,1d,3371.871,3418.851,3237.931,3361.563,18595945100,203498868289.0,3294.384,0,2016-01-08 00:00:00+08:00,2016-01-08 00:00:00+08:00
SZSE.399303,1d,8835.513,8916.75,8226.25,8702.727,18439461888,280729853952.0,8643.921,0,2016-01-08 00:00:00+08:00,2016-01-08 00:00:00+08:00
SHSE.000905,1d,6435.894,6529.879,6128.223,6128.656,11560073728,133119639552.0,6570.432,0,2016-01-11 00:00:00+08:00,2016-01-11 00:00:00+08:00
SHSE.000852,1d,8651.329,8754.359,8203.432,8205.122,14356881408,194711633920.0,8876.253,0,2016-01-11 00:00:00+08:00,2016-01-11 00:00:00+08:00
SHSE.000985,1d,4773.98,4831.727,4571.972,4571.972,52276868864,642563973120.0,4874.65,0,2016-01-11 00:00:00+08:00,2016-01-11 00:00:00+08:00
SZSE.399303,1d,8494.999,8591.59,8058.584,8061.719,16782134016,235670548480.0,8702.727,0,2016-01-11 00:00:00+08:00,2016-01-11 00:00:00+08:00
SHSE.000300,1d,3303.125,3342.481,3192.45,3192.45,17463838700,184464050180.0,3361.563,0,2016-01-11 00:00:00+08:00,2016-01-11 00:00:00+08:00
SHSE.000905,1d,6126.67,6205.591,5994.636,6136.663,9190522112,105727201280.0,6128.656,0,2016-01-12 00:00:00+08:00,2016-01-12 00:00:00+08:00
SZSE.399303,1d,8021.91,8149.721,7839.267,8036.695,14133236480,202563014656.0,8061.719,0,2016-01-12 00:00:00+08:00,2016-01-12 00:00:00+08:00
SHSE.000300,1d,3214.823,3242.253,3174.55,3215.71,12822579600,142048909710.0,3192.45,0,2016-01-12 00:00:00+08:00,2016-01-12 00:00:00+08:00
SHSE.000985,1d,4577.598,4631.528,4495.53,4583.361,41636478464,530313269248.0,4571.972,0,2016-01-12 00:00:00+08:00,2016-01-12 00:00:00+08:00
SHSE.000852,1d,8164.336,8304.141,7968.749,8187.96,12117124096,169839431680.0,8205.122,0,2016-01-12 00:00:00+08:00,2016-01-12 00:00:00+08:00
SHSE.000985,1d,4611.391,4646.606,4446.671,4446.671,39319108096,495901855744.0,4583.361,0,2016-01-13 00:00:00+08:00,2016-01-13 00:00:00+08:00
SHSE.000905,1d,6168.987,6226.541,5924.044,5924.044,8612340224,98456702976.0,6136.663,0,2016-01-13 00:00:00+08:00,2016-01-13 00:00:00+08:00
SHSE.000300,1d,3240.484,3257.295,3155.879,3155.879,12066649400,130886082444.0,3215.71,0,2016-01-13 00:00:00+08:00,2016-01-13 00:00:00+08:00
SHSE.000852,1d,8230.082,8311.725,7836.057,7836.123,11317753088,158494625792.0,8187.96,0,2016-01-13 00:00:00+08:00,2016-01-13 00:00:00+08:00
SZSE.399303,1d,8072.894,8158.28,7717.548,7717.727,13395964928,192679596032.0,8036.695,0,2016-01-13 00:00:00+08:00,2016-01-13 00:00:00+08:00
SHSE.000852,1d,7548.028,8174.306,7534.041,8157.737,12293407744,166877339648.0,7836.123,0,2016-01-14 00:00:00+08:00,2016-01-14 00:00:00+08:00
SHSE.000985,1d,4311.831,4586.471,4307.324,4578.462,43125323520,531049738240.0,4446.671,0,2016-01-14 00:00:00+08:00,2016-01-14 00:00:00+08:00
